tf	tg
Tshz1	Clcn4-2
Xbp1	Klhl10
Xbp1	Rab3d
Xbp1	Ppapdc1b
Yap1	Cyfip2
Yap1	Dusp2
Yap1	Gsta4
Yap1	Nfib
Yap1	Palld
Yap1	Parvg
Yap1	Prkcb
Yap1	Rab37
Yap1	Arhgap42
Zbtb32	Fam178b
Zbtb7b	Dhx30
Zbtb7b	Hnrnph3
Zbtb7b	Kdm1a
Zbtb7b	Psip1
Zbtb7b	Rpgr
Zbtb7b	Sub1
Zbtb7b	Trim37
Zbtb7b	Trp53bp1
Zbtb7b	Zfp451
Zbtb7b	Zfp61
Zbtb7b	Zik1
Zbtb7b	1500009L16Rik
Zbtb7b	6330503K22Rik
Zbtb7b	Abi2
Zbtb7b	Bhlhb9
Zbtb7b	Ccdc112
Zbtb7b	Dcaf12l1
Zbtb7b	Gtl3
Zbtb7b	Iqcb1
Zbtb7b	Lca5
Zbtb7b	Lrrcc1
Zbtb7b	Pds5b
Zbtb7b	Ppp1r26
Zbtb7b	Spata24
Zbtb7b	Zfp184
Zfp120	Gsta4
Zfp120	Irak1
Zfp120	Ufm1
Zfp120	1110021J02Rik
Zfp276	Arl6
Zfp276	Armcx1
Zfp276	Atg2a
Zfp276	Bex1
Zfp276	Bex4
Zfp276	Chchd6
Zfp276	Enah
Zfp276	Irf2
Zfp276	Irf3
Zfp276	Nbea
Zfp276	Ndn
Zfp276	Nphp1
Zfp276	Runx1t1
Zfp276	Smarca1
Zfp276	1810031K17Rik
Zfp276	Abi2
Zfp276	Arxes2
Zfp276	Dcaf12l1
Zfp276	Lgi2
Zfp276	Mum1l1
Zfp276	Ppp1r26
Zfp30	Ankrd24
Zfp30	Arl3
Zfp30	Bcl3
Zfp30	Camk1g
Zfp30	Efnb3
Zfp30	Fbxo18
Zfp30	Fhod3
Zfp30	Klhl7
Zfp30	Nbea
Zfp30	Ndn
Zfp30	Ndrg4
Zfp30	Pcdhb17
Zfp30	Pfn2
Zfp30	Slc25a4
Zfp30	Slc4a3
Zfp30	Stau2
Zfp30	Zfp354c
Zfp30	Abi2
Zfp30	D630045J12Rik
Zfp30	Eid2
Zfp30	Gtdc2
Zfp30	LOC106740
Zfp30	Lonrf2
Zfp30	Ppp1r26
Zfp30	Stox2
Zfp30	Tshz3
Zfp30	Zfp512
Zfp329	Hnrnph3
Zfp329	Rpgr
Zfp329	Stom
Zfp329	Trp53bp1
Zfp329	Zfp451
Zfp329	Zfp61
Zfp329	2810021J22Rik
Zfp329	4833408D11Rik
Zfp329	4933427D14Rik
Zfp329	BB212172
Zfp329	Bhlhb9
Zfp329	Mcart6
Zfp329	Tceanc
Zfp329	Zfp788
Zfp354c	AW112010
Zfp354c	Armcx1
Zfp354c	Armcx2
Zfp354c	C77370
Zfp354c	Fzd3
Zfp354c	H2afy2
Zfp354c	Hdgfrp3
Zfp354c	Ipo9
Zfp354c	Ndn
Zfp354c	Npas3
Zfp354c	Psip1
Zfp354c	Rian
Zfp354c	Smarca1
Zfp354c	Sub1
Zfp354c	Tram1l1
Zfp354c	Tuba1a
Zfp354c	Usp27x
Zfp354c	Zcchc3
Zfp354c	Zfp61
Zfp354c	Zik1
Zfp354c	1110006E14Rik
Zfp354c	2610002J23Rik
Zfp354c	Abi2
Zfp354c	Arxes1
Zfp354c	Arxes2
Zfp354c	Bhlhb9
Zfp354c	Casc4
Zfp354c	Csrnp2
Zfp354c	Eid2
Zfp354c	Fam171b
Zfp354c	Ngfrap1
Zfp354c	Ppp1r26
Zfp354c	Srsf12
Zfp354c	Ubtd2
Zfp354c	Wnk3-ps
Zfp354c	Zc4h2
Zfp354c	Zfp184
Zfp354c	Zfp512
Zfp354c	Zfp583
Zfp354c	Zfp647
Zfp451	Psip1
Zfp451	Trp53bp1
Zfp451	4933427D14Rik
Zfp451	Abi2
Zfp451	Bbs12
Zfp451	Pds5b
Zfp451	Zc4h2
Zfp82	Pms2
Zfp82	Zfp566
Zfp821	Ahi1
Zfp821	Bap1
Zfp821	Btbd10
Zfp821	Ctnna2
Zfp821	Ddx25
Zfp821	Dhx30
Zfp821	Fzd3
Zfp821	Grip1
Zfp821	H2afy3
Zfp821	Kif3a
Zfp821	Lgals9
Zfp821	Myt1l
Zfp821	Slc25a14
Zfp821	Tram1l1
Zfp821	Usp27x
Zfp821	Zfp61
Zfp821	1500011H22Rik
Zfp821	2810037O22Rik
Zfp821	4930488B01Rik
Zfp821	4933427D14Rik
Zfp821	6330503K22Rik
Zfp821	A030009H04Rik
Zfp821	Agpat2
Zfp821	Ccdc112
Zfp821	Csrnp2
Zfp821	D630045J12Rik
Zfp821	Iqcb1
Zfp821	Pgbd5
Zfp821	Rnf182
Zfp821	Wnk3-ps
Zfp90	1110038F14Rik
Zfp90	Basp1
Zfp90	Btbd10
Zfp90	Ccdc88a
Zfp90	Eid1
Zfp90	Hmgn3
Zfp90	Kif3a
Zfp90	Prmt2
Zfp90	Tmem206
Zfp90	Zfp354c
Zfp90	Zfp451
Zfp90	Zfp61
Zfp90	Zik1
Zfp90	Abi2
Zfp90	Cep170
Zfp90	Zc4h2
Zfp90	Zfp583
Zfp90	Zfp647
Zfp90	Zfp74
Zik1	Ipo9
Zik1	Kdm1a
Zik1	Myef2
Zik1	Psip1
Zik1	Usp27x
Zik1	Zfp354c
Zik1	Zfp451
Zik1	Zfp566
Zik1	6330503K22Rik
Zik1	Abi2
Zik1	Zc4h2
Zik1	Zfp184
Zik1	Zfp647
Csrnp2	Armcx2
Csrnp2	Btbd10
Csrnp2	Elp2
Csrnp2	Fzd3
Csrnp2	H2afy2
Csrnp2	Hdgfrp3
Csrnp2	Kif3a
Csrnp2	Lgals9
Csrnp2	Psip1
Csrnp2	Usp27x
Csrnp2	Zfp821
Csrnp2	1500011H22Rik
Csrnp2	2610002J23Rik
Csrnp2	Abi2
Csrnp2	Mtap7d2
Csrnp2	Rnft2
Csrnp2	Wnk3-ps
Etv1	Adra2a
Etv1	Aplp1
Etv1	Arl6
Etv1	Arpc1a
Etv1	Atp6v1c1
Etv1	B3galnt1
Etv1	B4galt6
Etv1	Bex2
Etv1	Bicd1
Etv1	Cabp1
Etv1	Cadps
Etv1	Cdhr1
Etv1	Celf4
Etv1	Chic1
Etv1	Cntn1
Etv1	Dner
Etv1	Elavl4
Etv1	Fam107b
Etv1	Fbxo16
Etv1	Fbxo2
Etv1	Fgf12
Etv1	Fkbp1b
Etv1	Fmn2
Etv1	Fzd3
Etv1	G6pc2
Etv1	Gabrb3
Etv1	Gdap1l1
Etv1	Glrb
Etv1	Gnaz
Etv1	Gpr85
Etv1	Hap1
Etv1	Ina
Etv1	Insm1
Etv1	Irf3
Etv1	Kif3a
Etv1	Kif5c
Etv1	Maged1
Etv1	Mageh1
Etv1	Mapk10
Etv1	Mdm1
Etv1	Meis2
Etv1	Mnx1
Etv1	Nap1l2
Etv1	Nap1l5
Etv1	Necap1
Etv1	Neurod1
Etv1	Nkx2-2
Etv1	Pax6
Etv1	Pcsk1n
Etv1	Pcsk2
Etv1	Peg3
Etv1	Phyhipl
Etv1	Ptprn2
Etv1	Rcan3
Etv1	Resp18
Etv1	Rims2
Etv1	Runx1t1
Etv1	Scg2
Etv1	Scg3
Etv1	Scg5
Etv1	Sgtb
Etv1	Sidt2
Etv1	Snap91
Etv1	Stmn3
Etv1	Synpr
Etv1	Syt4
Etv1	Syt9
Etv1	Tram1l1
Etv1	Ttc8
Etv1	Zdhhc2
Etv1	2310001H17Rik
Etv1	2810037O22Rik
Etv1	4930488B01Rik
Etv1	6330407J23Rik
Etv1	A330076H08Rik
Etv1	Bai3
Etv1	Cxxc4
Etv1	D10Bwg1379e
Etv1	Fam171b
Etv1	Fbxl16
Etv1	Fbxl2
Etv1	Igsf1
Etv1	Lhfpl4
Etv1	Lrp11
Etv1	Lrp12
Etv1	Mtap2
Etv1	Mtap7d2
Etv1	Nalcn
Etv1	Negr1
Etv1	Nol4
Etv1	Plcxd3
Etv1	Rab39b
Etv1	Slc30a8
Etv1	Slc7a14
Etv1	St18
Etv1	Tmem107
Etv1	Tnr
Etv1	Vgf
Etv1	Wdr35
Etv1	Wnk3-ps
Mycl1	Agtpbp1
Mycl1	Asb15
Mycl1	Carhsp1
Mycl1	Net1
Mycl1	Nnat
Mycl1	Rcor3
Mycl1	Sdc1
Mycl1	Stard6
Mycl1	1700080G18Rik
Mycl1	Arhgef26
Mycl1	Letm2
Nat14	Acsl6
Nat14	Actl6b
Nat14	Adam22
Nat14	Amigo1
Nat14	Aplp1
Nat14	Atp2b2
Nat14	Cadps
Nat14	Camk2b
Nat14	Car10
Nat14	Cdh22
Nat14	Cdh8
Nat14	Cdk5r2
Nat14	Celf4
Nat14	Chga
Nat14	Chgb
Nat14	Cntn1
Nat14	Cntnap2
Nat14	Cplx2
Nat14	Crmp1
Nat14	Ctnna2
Nat14	Dner
Nat14	Dpp6
Nat14	Dusp26
Nat14	Elavl4
Nat14	Eno2
Nat14	Fam19a5
Nat14	Fbxo2
Nat14	Fgf12
Nat14	Fmn2
Nat14	Gabrb3
Nat14	Gad1
Nat14	Gdap1
Nat14	Gdap1l1
Nat14	Gjd2
Nat14	Glrb
Nat14	Gnaz
Nat14	Gng4
Nat14	Gpr85
Nat14	Gria2
Nat14	Ina
Nat14	Jph3
Nat14	Kcnip1
Nat14	Kif5c
Nat14	Lgi1
Nat14	Lin7b
Nat14	Lrrtm2
Nat14	Mapk10
Nat14	Mapk8ip2
Nat14	Myt1
Nat14	Myt1l
Nat14	Nap1l2
Nat14	Nap1l5
Nat14	Napb
Nat14	Npas3
Nat14	Nrsn1
Nat14	Nxph1
Nat14	Pclo
Nat14	Pcsk1n
Nat14	Pcsk2
Nat14	Pde10a
Nat14	Pex5l
Nat14	Prepl
Nat14	Prkar1b
Nat14	Ptprn2
Nat14	Ptprt
Nat14	Rasgrf1
Nat14	Resp18
Nat14	Rgs7
Nat14	Rims2
Nat14	Rnf112
Nat14	Rreb1
Nat14	Rundc3a
Nat14	Scg2
Nat14	Scg3
Nat14	Scg5
Nat14	Scn8a
Nat14	Sez6l
Nat14	Sez6l2
Nat14	Slc29a4
Nat14	Slc4a10
Nat14	Snap25
Nat14	Snap91
Nat14	Sobp
Nat14	Spock1
Nat14	Srrm3
Nat14	St6galnac5
Nat14	St8sia3
Nat14	Stmn3
Nat14	Synpr
Nat14	Syt11
Nat14	Syt4
Nat14	Unc13a
Nat14	Usp29
Nat14	Zcchc18
Nat14	1700086L19Rik
Nat14	2810037O22Rik
Nat14	4832406H04Rik
Nat14	4930488B01Rik
Nat14	6330407J23Rik
Nat14	9330184L24Rik
Nat14	A930009E05Rik
Nat14	Accn2
Nat14	Asphd1
Nat14	B230343J05Rik
Nat14	Bai3
Nat14	BB319198
Nat14	Brsk2
Nat14	Camk2n2
Nat14	Cdh7
Nat14	Celf6
Nat14	Chd5
Nat14	Clcn4-2
Nat14	Cxxc4
Nat14	D2Bwg1423e
Nat14	D3Bwg0562e
Nat14	Dlgap1
Nat14	E130309F12Rik
Nat14	Enho
Nat14	Fam155a
Nat14	Fam171b
Nat14	Fbxl16
Nat14	Gnal
Nat14	Hist3h2ba
Nat14	Klhl32
Nat14	Lhfpl4
Nat14	Lonrf2
Nat14	Lrrtm4
Nat14	March4
Nat14	Mtap2
Nat14	Mtap9
Nat14	Nalcn
Nat14	Negr1
Nat14	Nfasc
Nat14	Nol4
Nat14	Nrxn1
Nat14	Odz2
Nat14	Phactr3
Nat14	Plcxd3
Nat14	Pnmal2
Nat14	Rab39b
Nat14	Rab9b
Nat14	Rnft2
Nat14	Slc24a2
Nat14	Slc35f1
Nat14	Slc7a14
Nat14	Sphkap
Nat14	Stxbp5l
Nat14	Syt16
Nat14	Tmem108
Nat14	Tmem130
Nat14	Tmem198
Nat14	Tnr
Nat14	Trim9
Nat14	Vgf
Nat14	Vstm2l
Npas4	A530058N18Rik
Npas4	Actl6b
Npas4	Adra2a
Npas4	Ahi1
Npas4	Aplp1
Npas4	Atp2b2
Npas4	Cabp7
Npas4	Cadps
Npas4	Camk2b
Npas4	Car10
Npas4	Cdh8
Npas4	Cdhr1
Npas4	Cdk5r2
Npas4	Celf4
Npas4	Celsr3
Npas4	Chga
Npas4	Chgb
Npas4	Chrnb2
Npas4	Cntn1
Npas4	Cntnap2
Npas4	Cplx2
Npas4	Crmp1
Npas4	Ctnna2
Npas4	Dner
Npas4	Dpp6
Npas4	Elavl4
Npas4	Enc1
Npas4	Eno2
Npas4	Fgf12
Npas4	Fkbp1b
Npas4	Fmn2
Npas4	Fosb
Npas4	Gabrb3
Npas4	Gad1
Npas4	Gdap1
Npas4	Gdap1l1
Npas4	Gjd2
Npas4	Glrb
Npas4	Gnaz
Npas4	Gng4
Npas4	Gpr85
Npas4	Gria2
Npas4	Ids
Npas4	Ina
Npas4	Insm1
Npas4	Jph3
Npas4	Kcnip1
Npas4	Kcnmb2
Npas4	Kif5c
Npas4	Lgi1
Npas4	Lin7b
Npas4	Lrrtm2
Npas4	Magee1
Npas4	Mapk10
Npas4	Mapk8ip2
Npas4	March9
Npas4	Myt1
Npas4	Myt1l
Npas4	Nap1l2
Npas4	Nap1l5
Npas4	Napb
Npas4	Neurod1
Npas4	Nrsn1
Npas4	Nxph1
Npas4	Pacsin1
Npas4	Pak3
Npas4	Pax6
Npas4	Pclo
Npas4	Pcsk1
Npas4	Pcsk1n
Npas4	Pcsk2
Npas4	Pde10a
Npas4	Pex5l
Npas4	Prepl
Npas4	Prkar1b
Npas4	Ptprn
Npas4	Ptprn2
Npas4	Ptprt
Npas4	Rasgrf1
Npas4	Rcan3
Npas4	Rem2
Npas4	Resp18
Npas4	Rgs7
Npas4	Rims2
Npas4	Rnf112
Npas4	Rreb1
Npas4	Rundc3a
Npas4	Runx1t1
Npas4	Scg2
Npas4	Scg3
Npas4	Scg5
Npas4	Scn8a
Npas4	Serpini1
Npas4	Sez6l
Npas4	Sez6l2
Npas4	Sgtb
Npas4	Slc29a4
Npas4	Slc4a10
Npas4	Snap25
Npas4	Sobp
Npas4	Spock1
Npas4	Srrm3
Npas4	Sst
Npas4	Sstr3
Npas4	St6galnac5
Npas4	St8sia3
Npas4	Stk11
Npas4	Stmn3
Npas4	Sv2a
Npas4	Syn1
Npas4	Synpr
Npas4	Syp
Npas4	Syt11
Npas4	Syt13
Npas4	Syt4
Npas4	Syt7
Npas4	Tspan5
Npas4	Unc13a
Npas4	Usp29
Npas4	Zcchc18
Npas4	Zdhhc2
Npas4	1700086L19Rik
Npas4	2810037O22Rik
Npas4	4832406H04Rik
Npas4	4930488B01Rik
Npas4	6330407J23Rik
Npas4	9330184L24Rik
Npas4	A230051N06Rik
Npas4	A330008L17Rik
Npas4	A330076H08Rik
Npas4	A930009E05Rik
Npas4	Accn2
Npas4	Asphd1
Npas4	AU022229
Npas4	B230343J05Rik
Npas4	B630019K06Rik
Npas4	Bai3
Npas4	BB319198
Npas4	Camk2n2
Npas4	Cdh7
Npas4	Celf6
Npas4	Chd5
Npas4	Copg
Npas4	Ctxn2
Npas4	Cxxc4
Npas4	D10Bwg1379e
Npas4	D3Bwg0562e
Npas4	Dbpht2
Npas4	Disp2
Npas4	Dlgap1
Npas4	E130002L11Rik
Npas4	E130309F12Rik
Npas4	Fam155a
Npas4	Fam171b
Npas4	Fam190a
Npas4	Fbxl16
Npas4	Fbxl2
Npas4	Gabra4
Npas4	Gnal
Npas4	Hist3h2ba
Npas4	Jazf1
Npas4	Kcnc2
Npas4	Kcnh8
Npas4	Klhl32
Npas4	Lhfpl4
Npas4	Lonrf2
Npas4	Lrp11
Npas4	Lrrtm4
Npas4	March4
Npas4	Mrgpre
Npas4	Mtap2
Npas4	Mtap9
Npas4	Nalcn
Npas4	Nat14
Npas4	Negr1
Npas4	Nell1
Npas4	Nfasc
Npas4	Nol4
Npas4	Nrxn1
Npas4	Odz2
Npas4	Pcdha10
Npas4	Pcyt1b
Npas4	Phactr3
Npas4	Plcxd3
Npas4	Pnmal2
Npas4	Rab39b
Npas4	Rab9b
Npas4	Rims3
Npas4	Rnf182
Npas4	Rnft2
Npas4	Sgsm1
Npas4	Slc24a2
Npas4	Slc35f1
Npas4	Slc7a14
Npas4	Snph
Npas4	Sphkap
Npas4	Srsf12
Npas4	St18
Npas4	Stxbp5l
Npas4	Syt16
Npas4	Tmem130
Npas4	Tmem150c
Npas4	Tmem198
Npas4	Tmem215
Npas4	Tmem59l
Npas4	Tmem90a
Npas4	Tnr
Npas4	Trim9
Npas4	Ucn3
Npas4	Vgf
Npas4	Vstm2l
Npas4	Vwa5b2
Npas4	Ypel4
Spata24	Klhl10
Spata24	Stard6
Spata24	Trim37
Spata24	1700013G23Rik
Spata24	Iqcb1
St18	2210010C04Rik
St18	A530058N18Rik
St18	Abcc8
St18	Actl6b
St18	Adam22
St18	Adra2a
St18	Aff2
St18	Aplp1
St18	Atp2b2
St18	Atp6ap2
St18	Atp6v1c1
St18	B4galt6
St18	Bace2
St18	Baiap3
St18	Bex2
St18	Cabp7
St18	Cacna1d
St18	Cadps
St18	Car10
St18	Cdh22
St18	Cdh8
St18	Cdhr1
St18	Cdk5r2
St18	Cdx4
St18	Cel
St18	Cela2a
St18	Cela3b
St18	Celf4
St18	Celsr3
St18	Chga
St18	Chgb
St18	Chic1
St18	Chrm3
St18	Chrnb2
St18	Cntn1
St18	Cntnap2
St18	Cpa2
St18	Cpb1
St18	Cplx2
St18	Cryba2
St18	Ctrb1
St18	Ctrl
St18	D6Wsu163e
St18	Dner
St18	Dpp6
St18	Elavl4
St18	Eml5
St18	Eno2
St18	Ero1lb
St18	Fgf12
St18	Fkbp1b
St18	Fmn2
St18	G6pc2
St18	Gabrb3
St18	Gad1
St18	Galr1
St18	Gcg
St18	Gdap1
St18	Gdap1l1
St18	Gjd2
St18	Glp1r
St18	Glrb
St18	Gnat2
St18	Gnaz
St18	Gng4
St18	Gp2
St18	Gpr85
St18	Gria2
St18	Gsta4
St18	Hap1
St18	Iapp
St18	Ids
St18	Ina
St18	Ins1
St18	Ins2
St18	Insm1
St18	Insrr
St18	Isl1
St18	Jph3
St18	Kcnip1
St18	Kcnmb2
St18	Kcnu1
St18	Kif5c
St18	Lgi1
St18	Lrrn1
St18	Mageh1
St18	Mapk10
St18	Mapk8ip2
St18	Mapkap1
St18	Mdm1
St18	Mnx1
St18	Mtmr7
St18	Myt1
St18	Myt1l
St18	Nap1l2
St18	Nap1l5
St18	Necap1
St18	Neurod1
St18	Nkx2-2
St18	Nkx6-1
St18	Npy
St18	Nrsn1
St18	Nucb2
St18	Pax6
St18	Pclo
St18	Pcsk1
St18	Pcsk1n
St18	Pcsk2
St18	Pdia6
St18	Pdx1
St18	Pdyn
St18	Pex5l
St18	Pnlip
St18	Ppy
St18	Prkar1b
St18	Prss2
St18	Prss3
St18	Ptprn
St18	Ptprn2
St18	Rasgrf1
St18	Rcan3
St18	Reg1
St18	Rem2
St18	Resp18
St18	Rgs7
St18	Rims2
St18	Rundc3a
St18	Runx1t1
St18	Scg2
St18	Scg3
St18	Scg5
St18	Scgn
St18	Scn9a
St18	Serpini2
St18	Sez6l
St18	Sez6l2
St18	Slc25a14
St18	Slc29a4
St18	Slc35b1
St18	Slc4a10
St18	Snap25
St18	Sntg1
St18	Spc25
St18	Spock1
St18	Srrm3
St18	Sst
St18	Sstr3
St18	St8sia3
St18	Stmn3
St18	Syn1
St18	Synpr
St18	Syp
St18	Syt13
St18	Syt4
St18	Syt7
St18	Sytl4
St18	T2
St18	Th
St18	Tm4sf4
St18	Tmed11
St18	Tmed8
St18	Tmem163
St18	Tmem206
St18	Tmem27
St18	Trpm5
St18	Tssc4
St18	Ufc1
St18	Ufm1
St18	Unc13a
St18	Usp29
St18	Zcchc18
St18	Zdhhc2
St18	1500011B03Rik
St18	1500015A07Rik
St18	1700086L19Rik
St18	1810018F18Rik
St18	1810028F09Rik
St18	2210019I11Rik
St18	2810037O22Rik
St18	2900001G08Rik
St18	4832406H04Rik
St18	4930488B01Rik
St18	4930579K19Rik
St18	5430439G13Rik
St18	6330407J23Rik
St18	6330509M05Rik
St18	9330182L06Rik
St18	A230051N06Rik
St18	A330008L17Rik
St18	A330050F15Rik
St18	A330076H08Rik
St18	A930009E05Rik
St18	Accn2
St18	Aldh1l2
St18	Arhgap36
St18	Asphd1
St18	AU022229
St18	B630019K06Rik
St18	B830017H08Rik
St18	Bai3
St18	BB187676
St18	BB319198
St18	Brsk2
St18	C030034E14Rik
St18	C2cd4b
St18	C2cd4c
St18	C630004H02Rik
St18	Camk2n2
St18	Cdh7
St18	Celf3
St18	Celf6
St18	Cerkl
St18	Ctxn2
St18	Cxxc4
St18	D10Bwg1379e
St18	D2Bwg1423e
St18	Dbpht2
St18	Disp2
St18	E130002L11Rik
St18	E130309F12Rik
St18	E530001K10Rik
St18	Efcab1
St18	Entpd3
St18	Etv1
St18	Fam155a
St18	Fam159b
St18	Fam171b
St18	Fam183b
St18	Fam190a
St18	Fbxl16
St18	Fbxl2
St18	Gipr
St18	Gm10941
St18	Gm15663
St18	Gm17733
St18	Gm19451
St18	Gm3924
St18	Gm5126
St18	Gpr158
St18	Hapln4
St18	Hist1h4j
St18	Igsf1
St18	Kcnh8
St18	Kcnk16
St18	Klhl32
St18	Lhfpl4
St18	Lhfpl5
St18	Lrp11
St18	Lrp12
St18	March4
St18	Mrgpre
St18	Mtap2
St18	Nalcn
St18	Nat14
St18	Negr1
St18	Nell1
St18	Nfasc
St18	Nol4
St18	Npas4
St18	Odz2
St18	Pappa2
St18	Pax6os1
St18	Pdia2
St18	Phf21b
St18	Pitpnm3
St18	Plcxd3
St18	Pnmal2
St18	Prss53
St18	Qsox2
St18	Rab36
St18	Rab39b
St18	Rab9b
St18	Rgag4
St18	Rimbp2
St18	Rims3
St18	Sgsm1
St18	Slc24a2
St18	Slc30a8
St18	Slc35d3
St18	Slc7a14
St18	Slitrk6
St18	Sphkap
St18	Stk32a
St18	Stox1
St18	Stxbp5l
St18	Tmem130
St18	Tmem198
St18	Tmem215
St18	Tmem59l
St18	Tmem90a
St18	Tnr
St18	Ucn3
St18	Vgf
St18	Vstm2l
St18	Vwa5b2
St18	Ypel4
St18	Zkscan16
Taf1	Armc10
Taf1	Mapk1
Taf1	Mthfd2
Taf1	Pms2
Taf1	Ssrp1
Tceanc	1110037F02Rik
Tceanc	Armc10
Tceanc	Cetn2
Tceanc	Ofd1
Tceanc	Prkdc
Tceanc	Zfp329
Tceanc	Zfp566
Tceanc	4833408D11Rik
Tceanc	BB182297
Tceanc	Bbs12
Tceanc	Pds5b
Tshz3	Aff2
Tshz3	Armcx1
Tshz3	Armcx2
Tshz3	Cacna2d1
Tshz3	D430019H16Rik
Tshz3	Eid1
Tshz3	Fzd3
Tshz3	Glrb
Tshz3	H2afy2
Tshz3	Hdgfrp3
Tshz3	Maged1
Tshz3	Magee1
Tshz3	Mageh1
Tshz3	Meis2
Tshz3	Nbea
Tshz3	Ndn
Tshz3	Ndrg4
Tshz3	Pak3
Tshz3	Pcdhb17
Tshz3	Peg3
Tshz3	Pfn2
Tshz3	Plagl1
Tshz3	Prkar1b
Tshz3	Runx1t1
Tshz3	Smarca1
Tshz3	Spin4
Tshz3	Tram1l1
Tshz3	Zfp354c
Tshz3	Arxes1
Tshz3	Arxes2
Tshz3	C030034E14Rik
Tshz3	Cxxc4
Tshz3	Eid2
Tshz3	Fam171b
Tshz3	Fbxl16
Tshz3	Lgi2
Tshz3	Mtap2
Tshz3	Negr1
Tshz3	Plcxd3
Tshz3	Stox2
Tshz3	Ubtd2
Zfp184	2010204K13Rik
Zfp184	Bex4
Zfp184	Fam169a
Zfp184	Ift74
Zfp184	Ilf3
Zfp184	Kdm1a
Zfp184	Myef2
Zfp184	Psip1
Zfp184	Trim37
Zfp184	Zbtb7b
Zfp184	Zfp61
Zfp184	Zik1
Zfp184	1500009L16Rik
Zfp184	1500011H22Rik
Zfp184	6330503K22Rik
Zfp184	Ccdc112
Zfp184	Cep78
Zfp184	Iqcb1
Zfp184	Wnk3-ps
Zfp512	Abcc3
Zfp512	Adam22
Zfp512	Armcx2
Zfp512	Cops8
Zfp512	Elp2
Zfp512	H2afy2
Zfp512	Nap1l3
Zfp512	Nap1l4
Zfp512	Polr2g
Zfp512	Serpini1
Zfp512	Smarcal1
Zfp512	Terf2
Zfp512	Zfp354c
Zfp512	Abi2
Zfp512	Bhlhb9
Zfp512	Csrnp2
Zfp512	Eid2
Zfp512	Klhl12
Zfp512	Ngfrap1
Zfp512	Pds5b
Zfp512	Ppp1r26
Zfp512	Ric8b
Zfp512	Zc3hav1l
Zfp512	Zc4h2
Zfp512	Zfp647
Zfp516	AW112010
Zfp516	Armcx2
Zfp516	Asns
Zfp516	Basp1
Zfp516	Enah
Zfp516	H2afy2
Zfp516	Ift74
Zfp516	Ipo9
Zfp516	Maged1
Zfp516	Mrfap1
Zfp516	Pbx3
Zfp516	Peg3
Zfp516	Pycr1
Zfp516	Sigirr
Zfp516	Smarca1
Zfp516	Srsf9
Zfp516	Wbp5
Zfp516	Zcchc3
Zfp516	1110006E14Rik
Zfp516	3110082I17Rik
Zfp516	Mum1l1
Zfp516	Ngfrap1
Zfp516	Ubtd2
Zfp516	Zdbf2
Zfp583	Basp1
Zfp583	C77370
Zfp583	Ccdc88a
Zfp583	Fam169a
Zfp583	Myef2
Zfp583	Phf20
Zfp583	Rpgr
Zfp583	Smarca1
Zfp583	Usp27x
Zfp583	Zcchc3
Zfp583	Zfp354c
Zfp583	Zfp566
Zfp583	Zfp61
Zfp583	Zfp90
Zfp583	Zik1
Zfp583	2610002J23Rik
Zfp583	6330503K22Rik
Zfp583	Abi2
Zfp583	Arxes1
Zfp583	Arxes2
Zfp583	Ccdc112
Zfp583	Iqcb1
Zfp583	Phf16
Zfp583	Wnk3-ps
Zfp583	Zc4h2
Zfp583	Zfp647
Zfp583	Zfp74
Zfp647	Armcx1
Zfp647	Armcx2
Zfp647	Elp2
Zfp647	H2afy2
Zfp647	Ipo9
Zfp647	Polr2g
Zfp647	Psip1
Zfp647	Rpgr
Zfp647	Sub1
Zfp647	Tet1
Zfp647	Tram1l1
Zfp647	Tsr2
Zfp647	Tuba1a
Zfp647	Zfp354c
Zfp647	Zfp451
Zfp647	Zfp566
Zfp647	Zfp61
Zfp647	Zik1
Zfp647	Abi2
Zfp647	Arxes1
Zfp647	Arxes2
Zfp647	Bhlhb9
Zfp647	Ccdc112
Zfp647	Ngfrap1
Zfp647	Pds5b
Zfp647	Zc3hav1l
Zfp647	Zc4h2
Zfp647	Zfp512
Zfp647	Zfp583
Zfp647	Zfp74
Zfp667	Ak3
Zfp667	Arl3
Zfp667	Bex1
Zfp667	Btbd10
Zfp667	Dhx30
Zfp667	Fam169a
Zfp667	Fam184b
Zfp667	Fzd3
Zfp667	Hnrnph3
Zfp667	Kdm1a
Zfp667	Kdm2b
Zfp667	Lgals9
Zfp667	Lrrn1
Zfp667	Paip2b
Zfp667	Psip1
Zfp667	Rpgr
Zfp667	Smarca1
Zfp667	Syt9
Zfp667	Trp53bp1
Zfp667	Tsr2
Zfp667	Usp27x
Zfp667	Zbtb7b
Zfp667	Zfp329
Zfp667	Zfp566
Zfp667	Zfp61
Zfp667	2610002J23Rik
Zfp667	A030009H04Rik
Zfp667	Abi2
Zfp667	B630019K06Rik
Zfp667	Bhlhb9
Zfp667	Ccdc112
Zfp667	Dcaf12l1
Zfp667	Iqcb1
Zfp667	Klhl12
Zfp667	Pds5b
Zfp667	Ppp1r26
Zfp667	Wnk3-ps
Zfp667	Zfp438
Zfp667	Zfp788
Zfp74	Armc10
Zfp74	Cetn2
Zfp74	Phf20
Zfp74	Stap2
Zfp74	Sub1
Zfp74	Tsr2
